name,TRACK_MEAN_SPEED,Clusters
Track_4,0.2021036021391053,1
Track_15,0.1203274245378261,1
Track_26,0.1521852644524686,1
Track_31,0.1742536583332107,1
Track_44,0.212690800410272,1
Track_48,0.1693665719532588,1
Track_78,0.1424840668836798,1
Track_108,0.1577233477383164,1
Track_121,0.1706126443388881,1
Track_129,0.1561470449959397,1
Track_142,0.157184403338237,1
Track_166,0.1990404168880865,1
Track_181,0.1484746453511291,1
Track_300,0.1694502253785352,1
Track_351,0.2063060752971974,1
Track_406,0.2341889967302717,1
Track_425,0.1820588354526792,1
Track_563,0.1615194711415079,1
Track_584,0.2016343715409411,1
Track_731,0.1758355888483006,1
Track_786,0.2000957255036121,1
Track_925,0.1636486423230103,1
Track_926,0.2431330880486976,1
Track_958,0.1601267934207952,1
Track_1067,0.1358850406718788,1
Track_1236,0.1457501171041053,1
Track_1567,0.2388480099371245,1
Track_1568,0.1646901521642471,1
Track_1674,0.1813302497403611,1
Track_1680,0.1392637850335567,1
Track_1784,0.2211510759321605,1
Track_1838,0.1760723414139828,1
Track_1914,0.2196090876224856,1
Track_1984,0.1564958684772582,1
Track_2000,0.1580297341042846,1
Track_2113,0.1485078175878773,1
Track_2307,0.15820823044798,1
Track_2524,0.1944953321282347,1
Track_2561,0.1757549098293552,1
Track_2583,0.3331966834918414,1
Track_2647,0.1370753033817539,1
Track_2667,0.1407368586880039,1
Track_2797,0.2438669393331914,1
Track_0,0.1684858431218301,0
Track_1,0.1657089878212101,0
Track_6,0.1452210758338334,0
Track_7,0.1551934902888862,0
Track_9,0.1327762452224334,0
Track_11,0.1746268490750368,0
Track_14,0.1964588816376412,0
Track_20,0.1410380902826114,0
Track_22,0.1276511214847663,0
Track_24,0.1569696259897472,0
Track_29,0.1651855047908921,0
Track_33,0.3277558482524714,0
Track_35,0.1698437558000042,0
Track_41,0.1814104591253565,0
Track_43,0.1304128050304259,0
Track_49,0.1320212941786654,0
Track_56,0.2051809156477663,0
Track_64,0.1714441298451764,0
Track_67,0.1649971357334751,0
Track_73,0.1564034973005863,0
Track_76,0.1628227277445732,0
Track_77,0.1397107529034823,0
Track_81,0.1616294294804286,0
Track_86,0.1809959416907365,0
Track_92,0.1573485430967127,0
Track_96,0.1906129135287827,0
Track_98,0.1685439685704038,0
Track_107,0.1449476398738934,0
Track_109,0.169982975474452,0
Track_112,0.1860257286523433,0
Track_119,0.1927129523366992,0
Track_122,0.1371241929681118,0
Track_124,0.1492389250307589,0
Track_145,0.2091542938383665,0
Track_160,0.163791974852251,0
Track_161,0.154366006877996,0
Track_167,0.2103261495896214,0
Track_190,0.152619410936469,0
Track_198,0.1753446600871023,0
Track_272,0.2134277345480339,0
Track_276,0.1585913498239985,0
Track_284,0.2575543531085723,0
Track_299,0.1514053955895634,0
Track_306,0.1293321884474546,0
Track_359,0.2014236382092827,0
Track_381,0.1740340176507353,0
Track_449,0.1835120696593647,0
Track_505,0.1787413014144497,0
Track_528,0.1814861553541238,0
Track_571,0.1852591883911903,0
Track_622,0.1273849306401064,0
Track_646,0.2442852241604684,0
Track_659,0.1441935909020066,0
Track_660,0.1434731392217206,0
Track_676,0.1728095190221215,0
Track_684,0.2338510081207876,0
Track_713,0.2254174328078879,0
Track_722,0.1359819422611052,0
Track_768,0.180071506145393,0
Track_772,0.1924170781851882,0
Track_805,0.1694480227804786,0
Track_837,0.1663720930132947,0
Track_865,0.1679112028946635,0
Track_913,0.2161764360486855,0
Track_930,0.1576170071233511,0
Track_1022,0.2247005940594499,0
Track_1056,0.2536725345209114,0
Track_1057,0.1225524305435414,0
Track_1089,0.138670448107182,0
Track_1147,0.1923031609869981,0
Track_1161,0.1645885281712248,0
Track_1171,0.1562612960970542,0
Track_1184,0.1504073196815127,0
Track_1201,0.0995357228046203,0
Track_1242,0.1716795961329803,0
Track_1276,0.1864284895942239,0
Track_1286,0.1521561976367601,0
Track_1313,0.1697255921220855,0
Track_1321,0.1272407695399893,0
Track_1367,0.1704334111358955,0
Track_1368,0.1391567910268857,0
Track_1400,0.1123391138636202,0
Track_1440,0.2465935009406432,0
Track_1450,0.2205233345358745,0
Track_1472,0.2326008796809899,0
Track_1476,0.1539835261560895,0
Track_1512,0.1637749622203836,0
Track_1522,0.152759447774207,0
Track_1592,0.2100550762608019,0
Track_1606,0.1465699048706051,0
Track_1640,0.2242787109692049,0
Track_1659,0.1905306090646025,0
Track_1694,0.1728570506782107,0
Track_1695,0.1713764332650229,0
Track_1702,0.1635459864061522,0
Track_1774,0.2264565050818655,0
Track_1811,0.1188431491648984,0
Track_1812,0.2185811197787471,0
Track_1835,0.1782458949777612,0
Track_1905,0.1299119810963358,0
Track_1935,0.1751797536504405,0
Track_1943,0.1486904549456772,0
Track_1947,0.2165815579768858,0
Track_1954,0.1614084689376817,0
Track_1957,0.2291615802373195,0
Track_1963,0.159452109736418,0
Track_2003,0.1437818216659833,0
Track_2020,0.2121083144940824,0
Track_2049,0.2335013351542173,0
Track_2090,0.1268537053529039,0
Track_2099,0.2398212833235604,0
Track_2104,0.2005551379065058,0
Track_2117,0.1716652405185892,0
Track_2120,0.1469953096382444,0
Track_2123,0.2235088203503115,0
Track_2139,0.19245908069866,0
Track_2235,0.2829081929000213,0
Track_2243,0.1365594353563785,0
Track_2255,0.2297606311886646,0
Track_2288,0.2125522793058154,0
Track_2310,0.2363307717076026,0
Track_2313,0.2068499975555609,0
Track_2320,0.1814372906449439,0
Track_2337,0.1373118794240514,0
Track_2338,0.1560180569796315,0
Track_2340,0.198523653078321,0
Track_2341,0.1539512519586915,0
Track_2355,0.1955630023259996,0
Track_2418,0.1713562811624491,0
Track_2420,0.2516497303152613,0
Track_2454,0.1434527301786865,0
Track_2477,0.2006075716996748,0
Track_2499,0.2596175766414614,0
Track_2541,0.1770006322737366,0
Track_2544,0.1410689991712947,0
Track_2617,0.1797508906269548,0
Track_2646,0.2483338195312865,0
Track_2649,0.1455091968712477,0
Track_2650,0.1701993157893279,0
Track_2682,0.2113479808441505,0
Track_2683,0.2312736086927732,0
Track_2687,0.1990588828139101,0
Track_2688,0.2052467599454186,0
Track_2743,0.2539801813599521,0
Track_2750,0.2233547342035864,0
Track_2856,0.1793510697849132,0
Track_2883,0.1785550225198261,0
Track_3008,0.2739421330802814,0
Track_3066,0.257636922244905,0
Track_3074,0.2263097890913517,0
Track_3118,0.2131547149782501,0
Track_3221,0.2376532518909413,0
Track_3283,0.2732801210048313,0
Track_3318,0.2907467675579713,0
