name,MEAN_STRAIGHT_LINE_SPEED,Clusters
Track_4,1.7486034610290853,1
Track_15,0.44248316176086,1
Track_26,1.1082331545452253,1
Track_31,0.764241645428983,1
Track_44,3.3724464160810244,1
Track_48,3.368756155128476,1
Track_78,0.9946392843319112,1
Track_108,0.7131725959655233,1
Track_121,1.800975079523788,1
Track_129,1.2149665361114796,1
Track_142,0.8718808025300591,1
Track_166,3.7559207846910985,1
Track_181,0.7322077305248555,1
Track_300,1.6786045992019254,1
Track_351,1.6064772397539937,1
Track_406,1.8616400366493924,1
Track_425,1.005590392387406,1
Track_563,0.9256064481065464,1
Track_584,3.26322461737853,1
Track_731,1.3000134752206716,1
Track_786,1.7533307367188506,1
Track_925,1.49026205498498,1
Track_926,1.5869942709136955,1
Track_958,1.090097684126737,1
Track_1067,0.6771432385712576,1
Track_1236,0.7746426959595202,1
Track_1567,1.870089907024738,1
Track_1568,0.8931335603098458,1
Track_1674,1.255459176190817,1
Track_1680,1.7679105814965743,1
Track_1784,1.2746082645388348,1
Track_1838,1.7517233283494116,1
Track_1914,3.5451890545280964,1
Track_1984,1.8323241296328403,1
Track_2000,4.29801218328582,1
Track_2113,1.4075947253102656,1
Track_2307,1.9996958060385388,1
Track_2524,1.6496344295242469,1
Track_2561,0.9170391190402696,1
Track_2583,1.7710865483582297,1
Track_2647,0.9372534932388186,1
Track_2667,0.6888678510146843,1
Track_2797,1.8160480146836235,1
Track_0,0.1641359325234866,0
Track_1,0.1198383563894038,0
Track_6,-0.6350802422903321,0
Track_7,0.2556103221840562,0
Track_9,-0.2739172555882941,0
Track_11,-0.2914951221283618,0
Track_14,-0.148107318794273,0
Track_20,0.2873666481546313,0
Track_22,-0.1774769690512437,0
Track_24,-0.1914728094293376,0
Track_29,-0.2048328092373218,0
Track_33,-0.8275559276531392,0
Track_35,-0.0565090822729226,0
Track_41,0.0,0
Track_43,-0.3280165351089377,0
Track_49,-0.6345957402648724,0
Track_56,0.6709083538125488,0
Track_64,0.2378987264935955,0
Track_67,0.5240978290799992,0
Track_73,-0.1137709343663838,0
Track_76,-0.006243328936419,0
Track_77,-0.7921851496181187,0
Track_81,-0.2822529909462197,0
Track_86,0.2279388045346838,0
Track_92,-0.4856325188634162,0
Track_96,-0.2928374421412423,0
Track_98,-0.3971903761979644,0
Track_107,-1.059793537917118,0
Track_109,-0.0383002451102047,0
Track_112,0.4494762878578391,0
Track_119,-0.1830019538220771,0
Track_122,-0.2244766437448093,0
Track_124,-0.7445560934213711,0
Track_145,0.6176548251231505,0
Track_160,0.2178376362785114,0
Track_161,0.2852128662770175,0
Track_167,-0.2087996520080848,0
Track_190,-0.2810881551557982,0
Track_198,-0.5199283686402991,0
Track_272,-0.3773384384809933,0
Track_276,-0.2998405884581143,0
Track_284,0.8183179086445186,0
Track_299,0.5031789887770693,0
Track_306,0.3677981867571992,0
Track_359,0.718172676134983,0
Track_381,-0.1042113918978801,0
Track_449,-0.9412927398229152,0
Track_505,0.1400642928942969,0
Track_528,-0.0144050218528184,0
Track_571,0.3111085367509552,0
Track_622,-0.5423950677502047,0
Track_646,0.5815417919420495,0
Track_659,0.0410895393676287,0
Track_660,0.2949660704119811,0
Track_676,-0.4487056310379789,0
Track_684,0.8815495519197293,0
Track_713,-0.5402135699771577,0
Track_722,-0.2830792428567658,0
Track_768,0.2138062102549668,0
Track_772,0.1898588436514608,0
Track_805,-0.5576988545398578,0
Track_837,-0.4306683323928594,0
Track_865,-0.8892075496912353,0
Track_913,0.4917314792066326,0
Track_930,0.2264341544707344,0
Track_1022,0.862841845782002,0
Track_1056,0.8345288887865744,0
Track_1057,-0.6038189781480594,0
Track_1089,0.4405182851838984,0
Track_1147,-0.0098816433722439,0
Track_1161,-0.6903959497059728,0
Track_1171,0.175920705457072,0
Track_1184,0.4697009622476923,0
Track_1201,-0.6035292244999405,0
Track_1242,-0.7792230568997538,0
Track_1276,-0.5502733436500716,0
Track_1286,-0.6628942571591887,0
Track_1313,0.0495361497272072,0
Track_1321,-1.0623667555791507,0
Track_1367,-0.2716425847151216,0
Track_1368,-0.0644616675339126,0
Track_1400,0.0042814853851003,0
Track_1440,0.1171802075998849,0
Track_1450,-0.6661653483917676,0
Track_1472,0.9467018812434213,0
Track_1476,-0.2819999621821306,0
Track_1512,0.0466308643231284,0
Track_1522,-0.4233756107786567,0
Track_1592,-0.9247472987214944,0
Track_1606,-0.0549447608254818,0
Track_1640,0.512783026349996,0
Track_1659,-0.1538553267183955,0
Track_1694,0.4587736771918205,0
Track_1695,-0.0532258218564511,0
Track_1702,-0.1937617881683823,0
Track_1774,0.0633530417352162,0
Track_1811,-0.2382277945391357,0
Track_1812,-0.3195859829732728,0
Track_1835,-0.7890508386821572,0
Track_1905,-0.8108958454928312,0
Track_1935,-0.4061010666308717,0
Track_1943,-0.7539913167599418,0
Track_1947,0.6300700188816926,0
Track_1954,-0.5294054797584429,0
Track_1957,-0.0071332946602362,0
Track_1963,-0.0187961991189838,0
Track_2003,-0.2021951218473074,0
Track_2020,-0.0913735040572691,0
Track_2049,-1.1138914810852971,0
Track_2090,0.3831319775474091,0
Track_2099,-0.7815416138352187,0
Track_2104,-0.804168206242859,0
Track_2117,-0.3187590679364296,0
Track_2120,0.102246855215593,0
Track_2123,0.5147878992210002,0
Track_2139,-0.3290916461874513,0
Track_2235,-0.5414485872809292,0
Track_2243,-0.1001610024653602,0
Track_2255,-1.049113874307913,0
Track_2288,0.0711299320642594,0
Track_2310,-0.2872724412029096,0
Track_2313,-0.8395748137051046,0
Track_2320,-0.2751126388159429,0
Track_2337,-0.8591816346160774,0
Track_2338,0.2423318707387563,0
Track_2340,-0.4042947165307844,0
Track_2341,-0.1345616393198117,0
Track_2355,-0.3672281803049569,0
Track_2418,0.1815972153070782,0
Track_2420,-0.0698258661828804,0
Track_2454,0.2558016491183336,0
Track_2477,-0.8372130749495519,0
Track_2499,-0.3353633844640697,0
Track_2541,-0.0155725845392544,0
Track_2544,-0.065887907443081,0
Track_2617,0.122527066044349,0
Track_2646,0.4873382091993368,0
Track_2649,0.2462353253871849,0
Track_2650,-0.1319229477799858,0
Track_2682,0.613561736511527,0
Track_2683,0.7529874706031288,0
Track_2687,-0.6345600672651468,0
Track_2688,-0.6584825107632042,0
Track_2743,-0.634623295249735,0
Track_2750,-0.8075838667080381,0
Track_2856,-0.0004453142075074,0
Track_2883,-0.4959211917290613,0
Track_3008,0.5019859930578628,0
Track_3066,0.1059597248806089,0
Track_3074,-0.082870192204391,0
Track_3118,-0.6835014493429381,0
Track_3221,-0.1718490695483039,0
Track_3283,0.0243611280487242,0
Track_3318,-0.0800464266513025,0
